Query_ID,Subject_ID,Identity,Alignment Length,Mismatches
OFBKKLGO_00160_group_3394,sp|P50862|YBAK_BACSU Uncharacterized protein YbaK OS=Bacillus subtilis (strain 168) OX=224308 GN=ybaK PE=4 SV=1,66.7,147,49
OFBKKLGO_00161_cwlD,sp|P50864|CWLD_BACSU Germination-specific N-acetylmuramoyl-L-alanine amidase OS=Bacillus subtilis (strain 168) OX=224308 GN=cwlD PE=1 SV=1,86.5,237,32
OFBKKLGO_00162_salA,sp|P50863|APBC_BACSU Iron-sulfur cluster carrier protein OS=Bacillus subtilis (strain 168) OX=224308 GN=salA PE=2 SV=1,89.6,347,36
OFBKKLGO_00163_gerD,sp|P16450|GERD_BACSU Spore germination protein GerD OS=Bacillus subtilis (strain 168) OX=224308 GN=gerD PE=2 SV=1,76.8,185,43
OFBKKLGO_00165_group_3395,sp|P50865|PDAB_BACSU Probable polysaccharide deacetylase PdaB OS=Bacillus subtilis (strain 168) OX=224308 GN=pdaB PE=3 SV=2,78.3,253,55
OFBKKLGO_00172_panS_1,sp|P55190|YBAS_BACSU Uncharacterized protein YbaS OS=Bacillus subtilis (strain 168) OX=224308 GN=ybaS PE=4 SV=3,78.0,305,67
OFBKKLGO_00174_feuC_1,sp|P40411|FEUC_BACSU Iron-uptake system permease protein FeuC OS=Bacillus subtilis (strain 168) OX=224308 GN=feuC PE=1 SV=3,83.3,336,56
OFBKKLGO_00175_feuB_1,sp|P40410|FEUB_BACSU Iron-uptake system permease protein FeuB OS=Bacillus subtilis (strain 168) OX=224308 GN=feuB PE=1 SV=1,85.3,334,49
OFBKKLGO_00176_feuA,sp|P40409|FEUA_BACSU Iron-uptake system-binding protein OS=Bacillus subtilis (strain 168) OX=224308 GN=feuA PE=1 SV=1,83.3,318,52
OFBKKLGO_00178_group_5792,sp|P40407|YBBC_BACSU Uncharacterized protein YbbC OS=Bacillus subtilis (strain 168) OX=224308 GN=ybbC PE=3 SV=1,75.0,408,102
OFBKKLGO_00179_nagZ,sp|P40406|NAGZ_BACSU Beta-hexosaminidase OS=Bacillus subtilis (strain 168) OX=224308 GN=nagZ PE=1 SV=1,75.4,638,152
OFBKKLGO_00181_group_3400,sp|Q797S1|PTXBC_BACSU Putative PTS system EIIBC component YbbF OS=Bacillus subtilis (strain 168) OX=224308 GN=ybbF PE=3 SV=2,77.5,454,102
OFBKKLGO_00182_murQ,sp|A7Z0U6|MURQ_BACVZ N-acetylmuramic acid 6-phosphate etherase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=murQ PE=3 SV=1,96.4,309,11
OFBKKLGO_00184_group_3402,sp|Q45584|YBBK_BACSU Uncharacterized protein YbbK OS=Bacillus subtilis (strain 168) OX=224308 GN=ybbK PE=4 SV=2,85.3,150,22
OFBKKLGO_00185_sigW,sp|Q45585|SIGW_BACSU ECF RNA polymerase sigma factor SigW OS=Bacillus subtilis (strain 168) OX=224308 GN=sigW PE=1 SV=1,94.7,187,10
OFBKKLGO_00186_rsiW,sp|Q45588|RSIW_BACSU Anti-sigma-W factor RsiW OS=Bacillus subtilis (strain 168) OX=224308 GN=rsiW PE=1 SV=2,83.7,208,34
OFBKKLGO_00187_cdaA,sp|Q45589|CDAA_BACSU Cyclic di-AMP synthase CdaA OS=Bacillus subtilis (strain 168) OX=224308 GN=cdaA PE=1 SV=3,96.3,273,10
OFBKKLGO_00188_cdaR_1,sp|O34659|CDAR_BACSU CdaA regulatory protein CdaR OS=Bacillus subtilis (strain 168) OX=224308 GN=cdaR PE=1 SV=2,85.2,418,62
OFBKKLGO_00189_glmM,sp|A7Z0V3|GLMM_BACVZ Phosphoglucosamine mutase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=glmM PE=3 SV=1,99.6,448,2
OFBKKLGO_00197_dkgB,"sp|P15339|DKGB_CORSS 2,5-diketo-D-gluconic acid reductase B OS=Corynebacterium sp. (strain SHS752001) OX=268953 GN=dkgB PE=1 SV=3",52.2,276,130
OFBKKLGO_00201_yifK,sp|P54425|YBXG_BACSU Uncharacterized transporter YbxG OS=Bacillus subtilis (strain 168) OX=224308 GN=ybxG PE=3 SV=2,89.6,460,48
OFBKKLGO_00210_csgA,sp|P54379|CSGA_BACSU Sigma-G-dependent sporulation-specific SASP protein OS=Bacillus subtilis (strain 168) OX=224308 GN=csgA PE=2 SV=1,75.3,81,20
OFBKKLGO_00219_group_1688,sp|O31442|YBEF_BACSU Uncharacterized protein YbeF OS=Bacillus subtilis (strain 168) OX=224308 GN=ybeF PE=4 SV=1,53.8,78,36
OFBKKLGO_00224_purT,sp|A7Z0Z2|PURT_BACVZ Formate-dependent phosphoribosylglycinamide formyltransferase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=purT PE=3 SV=1,97.1,384,11
OFBKKLGO_00225_group_16181,sp|P39823|PSS_BACSU CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=pssA PE=3 SV=1,86.4,176,24
OFBKKLGO_00226_dedA,sp|O31453|YBFM_BACSU Uncharacterized membrane protein YbfM OS=Bacillus subtilis (strain 168) OX=224308 GN=ybfM PE=3 SV=1,83.3,162,27
OFBKKLGO_00227_psd,sp|P39822|PSD_BACSU Phosphatidylserine decarboxylase proenzyme OS=Bacillus subtilis (strain 168) OX=224308 GN=psd PE=1 SV=1,77.2,263,60
OFBKKLGO_00229_group_5798,sp|A7Z0Z7|TRHO_BACVZ tRNA uridine(34) hydroxylase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=trhO PE=3 SV=1,96.6,322,11
OFBKKLGO_00230_gltP,sp|P39817|GLTP_BACSU Proton/glutamate-aspartate symporter OS=Bacillus subtilis (strain 168) OX=224308 GN=gltP PE=1 SV=1,92.0,411,33
OFBKKLGO_00231_ilvE,sp|O31461|ILVE1_BACSU Branched-chain-amino-acid transaminase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=ilvE PE=1 SV=1,75.0,356,88
OFBKKLGO_00232_rocC_2,sp|O31462|YBGF_BACSU Uncharacterized amino acid permease YbgF OS=Bacillus subtilis (strain 168) OX=224308 GN=ybgF PE=3 SV=1,85.1,456,68
OFBKKLGO_00233_mmuM,sp|O31463|HMT_BACSU Homocysteine S-methyltransferase YbgG OS=Bacillus subtilis (strain 168) OX=224308 GN=ybgG PE=4 SV=1,73.7,315,83
OFBKKLGO_00234_alsT_2,sp|O31464|GLNT_BACSU Probable sodium/glutamine symporter GlnT OS=Bacillus subtilis (strain 168) OX=224308 GN=glnT PE=3 SV=2,83.3,478,80
OFBKKLGO_00235_glsA1,sp|O31465|GLSA1_BACSU Glutaminase 1 OS=Bacillus subtilis (strain 168) OX=224308 GN=glsA1 PE=1 SV=1,85.6,327,47
OFBKKLGO_00247_group_4415,sp|P42248|YCBP_BACSU Uncharacterized protein YcbP OS=Bacillus subtilis (strain 168) OX=224308 GN=ycbP PE=4 SV=1,63.8,127,46
OFBKKLGO_00248_cwlJ,sp|P42249|CWLJ_BACSU Cell wall hydrolase CwlJ OS=Bacillus subtilis (strain 168) OX=224308 GN=cwlJ PE=1 SV=2,89.4,142,15
OFBKKLGO_00250_tatAd,sp|O31467|TATAD_BACSU Sec-independent protein translocase protein TatAd OS=Bacillus subtilis (strain 168) OX=224308 GN=tatAd PE=1 SV=2,77.1,70,11
OFBKKLGO_00251_tatC1,sp|P42252|TATCD_BACSU Sec-independent protein translocase protein TatCd OS=Bacillus subtilis (strain 168) OX=224308 GN=tatC1 PE=1 SV=4,75.9,241,58
OFBKKLGO_00252_pcp,sp|P46107|PCP_BACAM Pyrrolidone-carboxylate peptidase OS=Bacillus amyloliquefaciens OX=1390 GN=pcp PE=1 SV=1,99.1,215,2
OFBKKLGO_00254_emrY,sp|O35018|LMRB_BACSU Lincomycin resistance protein LmrB OS=Bacillus subtilis (strain 168) OX=224308 GN=lmrB PE=3 SV=1,87.3,474,60
OFBKKLGO_00255_yxaF_1,sp|O34619|LMRA_BACSU HTH-type transcriptional regulator LmrA OS=Bacillus subtilis (strain 168) OX=224308 GN=lmrA PE=4 SV=1,69.5,187,57
OFBKKLGO_00256_estA,sp|P37957|ESTA_BACSU Lipase EstA OS=Bacillus subtilis (strain 168) OX=224308 GN=estA PE=1 SV=2,77.6,214,46
OFBKKLGO_00257_group_4416,sp|O34478|YCCF_BACSU Uncharacterized protein YccF OS=Bacillus subtilis (strain 168) OX=224308 GN=yccF PE=4 SV=1,77.7,358,78
OFBKKLGO_00262_cwlK,sp|O34360|CWLK_BACSU Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK OS=Bacillus subtilis (strain 168) OX=224308 GN=cwlK PE=1 SV=1,71.1,166,48
OFBKKLGO_00268_znuA,sp|O34966|ZNUA_BACSU High-affinity zinc uptake system binding-protein ZnuA OS=Bacillus subtilis (strain 168) OX=224308 GN=znuA PE=1 SV=1,83.4,319,52
OFBKKLGO_00269_znuC,sp|O34946|ZNUC_BACSU High-affinity zinc uptake system ATP-binding protein ZnuC OS=Bacillus subtilis (strain 168) OX=224308 GN=znuC PE=1 SV=1,90.9,231,21
OFBKKLGO_00270_znuB,sp|O34610|ZNUB_BACSU High-affinity zinc uptake system membrane protein ZnuB OS=Bacillus subtilis (strain 168) OX=224308 GN=znuB PE=1 SV=1,89.5,276,29
OFBKKLGO_00271_group_1698,sp|O34504|YCEB_BACSU Uncharacterized protein YceB OS=Bacillus subtilis (strain 168) OX=224308 GN=yceB PE=4 SV=2,79.2,331,69
OFBKKLGO_00272_yceC,sp|P81100|SCP2_BACSU Stress response protein SCP2 OS=Bacillus subtilis (strain 168) OX=224308 GN=yceC PE=1 SV=3,83.3,198,32
OFBKKLGO_00273_yceD_1,sp|P80875|G16U_BACSU General stress protein 16U OS=Bacillus subtilis (strain 168) OX=224308 GN=yceD PE=1 SV=3,93.3,193,13
OFBKKLGO_00274_yceD_2,sp|O34384|YCEE_BACSU Uncharacterized protein YceE OS=Bacillus subtilis (strain 168) OX=224308 GN=yceE PE=3 SV=1,95.8,192,8
OFBKKLGO_00275_alx,sp|O34447|YCEF_BACSU Uncharacterized membrane protein YceF OS=Bacillus subtilis (strain 168) OX=224308 GN=yceF PE=3 SV=1,91.4,257,22
OFBKKLGO_00276_group_4420,sp|O34809|YCEG_BACSU Uncharacterized protein YceG OS=Bacillus subtilis (strain 168) OX=224308 GN=yceG PE=4 SV=1,74.5,537,137
OFBKKLGO_00277_group_16236,sp|O34833|YCEH_BACSU Uncharacterized protein YceH OS=Bacillus subtilis (strain 168) OX=224308 GN=yceH PE=3 SV=1,91.4,359,31
OFBKKLGO_00278_naiP,sp|O34691|NAIP_BACSU Putative niacin/nicotinamide transporter NaiP OS=Bacillus subtilis (strain 168) OX=224308 GN=naiP PE=1 SV=1,79.4,399,81
OFBKKLGO_00280_opuAA,sp|P46920|OPUAA_BACSU Glycine betaine transport ATP-binding protein OpuAA OS=Bacillus subtilis (strain 168) OX=224308 GN=opuAA PE=1 SV=3,91.4,418,36
OFBKKLGO_00281_opuAB,sp|P46921|OPUAB_BACSU Glycine betaine transport system permease protein OpuAB OS=Bacillus subtilis (strain 168) OX=224308 GN=opuAB PE=1 SV=1,95.0,282,14
OFBKKLGO_00282_opuAC,sp|P46922|OPUAC_BACSU Glycine betaine-binding protein OpuAC OS=Bacillus subtilis (strain 168) OX=224308 GN=opuAC PE=1 SV=1,84.3,293,46
OFBKKLGO_00283_scmP_1,sp|P54983|AMHX_BACSU Amidohydrolase AmhX OS=Bacillus subtilis (strain 168) OX=224308 GN=amhX PE=3 SV=3,82.0,372,67
OFBKKLGO_00285_group_1707,sp|P55909|YCGB_BACSU Uncharacterized protein YcgB OS=Bacillus subtilis (strain 168) OX=224308 GN=ycgB PE=4 SV=2,54.1,133,61
OFBKKLGO_00287_ldh_2,sp|A7Z152|LDH_BACVZ L-lactate dehydrogenase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=ldh PE=3 SV=1,97.5,317,8
OFBKKLGO_00291_group_1196,sp|P94382|YCGG_BACSU Uncharacterized protein YcgG OS=Bacillus subtilis (strain 168) OX=224308 GN=ycgG PE=3 SV=2,77.5,253,57
OFBKKLGO_00294_nadE,sp|A7Z159|NADE_BACVZ NH(3)-dependent NAD(+) synthetase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=nadE PE=3 SV=1,97.1,272,8
OFBKKLGO_00296_dgoT,sp|P0AA77|DGOT_ECOL6 D-galactonate transporter OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=dgoT PE=3 SV=1,45.7,422,224
OFBKKLGO_00297_aroK,sp|P37944|AROK_BACSU Shikimate kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=aroK PE=3 SV=2,91.4,186,16
OFBKKLGO_00298_cah,sp|P94388|CAH_BACSU Cephalosporin-C deacetylase OS=Bacillus subtilis (strain 168) OX=224308 GN=cah PE=1 SV=1,83.3,318,53
OFBKKLGO_00300_putB,sp|P94390|PROD2_BACSU Proline dehydrogenase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=putB PE=1 SV=1,89.8,303,31
OFBKKLGO_00301_putC,sp|P94391|ROCA2_BACSU 1-pyrroline-5-carboxylate dehydrogenase 2 OS=Bacillus subtilis (strain 168) OX=224308 GN=putC PE=2 SV=2,97.5,515,13
OFBKKLGO_00303_putR_1,sp|P94393|PUTR_BACSU Proline-responsive transcriptional activator PutR OS=Bacillus subtilis (strain 168) OX=224308 GN=putR PE=1 SV=2,89.8,411,42
OFBKKLGO_00304_ycgT,sp|A7Z171|FENR1_BACVZ Ferredoxin--NADP reductase 1 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_003480 PE=3 SV=1,95.5,336,15
OFBKKLGO_00307_nasD,sp|P42435|NASD_BACSU Nitrite reductase [NAD(P)H] OS=Bacillus subtilis (strain 168) OX=224308 GN=nasD PE=2 SV=1,95.2,805,39
OFBKKLGO_00309_yciC,sp|P94400|YCIC_BACSU Putative metal chaperone YciC OS=Bacillus subtilis (strain 168) OX=224308 GN=yciC PE=2 SV=1,83.8,396,63
OFBKKLGO_00311_group_4434,sp|P42401|YCKC_BACSU Uncharacterized protein YckC OS=Bacillus subtilis (strain 168) OX=224308 GN=yckC PE=4 SV=2,63.6,151,48
OFBKKLGO_00312_group_3426,sp|P42402|YCKD_BACSU Uncharacterized protein YckD OS=Bacillus subtilis (strain 168) OX=224308 GN=yckD PE=3 SV=1,59.1,110,39
OFBKKLGO_00315_group_5810,sp|P12667|NUCA_BACSU DNA-entry nuclease OS=Bacillus subtilis (strain 168) OX=224308 GN=nucA PE=4 SV=2,71.6,141,40
OFBKKLGO_00316_hxlB,sp|P42404|PHI_BACSU 3-hexulose-6-phosphate isomerase OS=Bacillus subtilis (strain 168) OX=224308 GN=hxlB PE=1 SV=1,73.5,185,49
OFBKKLGO_00318_hxlR,sp|P42406|HXLR_BACSU HTH-type transcriptional activator HxlR OS=Bacillus subtilis (strain 168) OX=224308 GN=hxlR PE=1 SV=3,86.6,119,16
OFBKKLGO_00322_srfAD,sp|Q08788|SRFAD_BACSU Surfactin synthase thioesterase subunit OS=Bacillus subtilis (strain 168) OX=224308 GN=srfAD PE=1 SV=3,79.2,236,49
OFBKKLGO_00325_group_4437,sp|O34927|YCZE_BACSU Uncharacterized membrane protein YczE OS=Bacillus subtilis (strain 168) OX=224308 GN=yczE PE=4 SV=2,73.1,208,56
OFBKKLGO_00326_tcyC,sp|P39456|TCYC_BACSU L-cystine import ATP-binding protein TcyC OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyC PE=1 SV=4,94.3,247,14
OFBKKLGO_00327_tcyB,sp|P42200|TCYB_BACSU L-cystine transport system permease protein TcyB OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyB PE=1 SV=1,90.6,234,22
OFBKKLGO_00328_tcyA,sp|P42199|TCYA_BACSU L-cystine-binding protein TcyA OS=Bacillus subtilis (strain 168) OX=224308 GN=tcyA PE=1 SV=3,84.7,268,38
OFBKKLGO_00329_gltC_1,sp|P94403|BSDA_BACSU HTH-type transcriptional regulator BsdA OS=Bacillus subtilis (strain 168) OX=224308 GN=bsdA PE=3 SV=1,80.0,290,58
OFBKKLGO_00330_bsdB,sp|P94404|PADL_BACSU Probable UbiX-like flavin prenyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=bsdB PE=1 SV=1,85.9,191,27
OFBKKLGO_00331_bsdC,sp|P94405|YCLC_BACSU Phenolic acid decarboxylase OS=Bacillus subtilis (strain 168) OX=224308 GN=bsdC PE=1 SV=1,96.0,473,19
OFBKKLGO_00333_group_831,sp|C0SPB5|YCLD_BACSU Uncharacterized protein YclD OS=Bacillus subtilis (strain 168) OX=224308 GN=yclD PE=4 SV=1,66.0,147,50
OFBKKLGO_00334_dtpT,sp|P94408|YCLF_BACSU Uncharacterized transporter YclF OS=Bacillus subtilis (strain 168) OX=224308 GN=yclF PE=3 SV=2,82.5,491,86
OFBKKLGO_00337_gerBA_1,sp|P49939|GERKA_BACSU Spore germination protein KA OS=Bacillus subtilis (strain 168) OX=224308 GN=gerKA PE=3 SV=2,73.9,514,133
OFBKKLGO_00338_gerBC_1,sp|P49941|GERKC_BACSU Spore germination protein KC OS=Bacillus subtilis (strain 168) OX=224308 GN=gerKC PE=3 SV=1,67.4,405,132
OFBKKLGO_00339_yndE_1,sp|P49940|GERKB_BACSU Spore germination protein KB OS=Bacillus subtilis (strain 168) OX=224308 GN=gerKB PE=3 SV=1,71.7,361,102
OFBKKLGO_00340_ntaA,sp|P54950|SCMK_BACSU N-acetyl-S-(2-succino)cysteine monooxygenase OS=Bacillus subtilis (strain 168) OX=224308 GN=scmK PE=3 SV=1,92.5,438,33
OFBKKLGO_00341_scmL,sp|P54951|SCML_BACSU S-(2-succino)cysteine N-acetyltransferase OS=Bacillus subtilis (strain 168) OX=224308 GN=scmL PE=1 SV=2,79.1,163,34
OFBKKLGO_00342_yxeM,sp|P54952|YXEM_BACSU Probable amino-acid-binding protein YxeM OS=Bacillus subtilis (strain 168) OX=224308 GN=yxeM PE=1 SV=1,87.5,264,32
OFBKKLGO_00343_yxeN,sp|P54953|YXEN_BACSU Probable amino-acid permease protein YxeN OS=Bacillus subtilis (strain 168) OX=224308 GN=yxeN PE=1 SV=1,90.6,224,21
OFBKKLGO_00344_yxeO,sp|P54954|YXEO_BACSU Probable amino-acid import ATP-binding protein YxeO OS=Bacillus subtilis (strain 168) OX=224308 GN=yxeO PE=1 SV=1,85.5,249,36
OFBKKLGO_00345_scmP_2,sp|P54955|SCMP_BACSU N-acetylcysteine deacetylase OS=Bacillus subtilis (strain 168) OX=224308 GN=scmP PE=1 SV=2,79.2,380,76
OFBKKLGO_00347_lolD,sp|P94411|YCLH_BACSU Uncharacterized ABC transporter ATP-binding protein YclH OS=Bacillus subtilis (strain 168) OX=224308 GN=yclH PE=3 SV=1,85.0,226,34
OFBKKLGO_00349_srrA_1,sp|P94413|YCLJ_BACSU Uncharacterized transcriptional regulatory protein YclJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yclJ PE=3 SV=1,90.7,227,21
OFBKKLGO_00350_rcsC_1,sp|P94414|YCLK_BACSU Sensor histidine kinase YclK OS=Bacillus subtilis (strain 168) OX=224308 GN=yclK PE=3 SV=1,76.7,476,105
OFBKKLGO_00351_rapF_1,sp|P94415|RAPC_BACSU Response regulator aspartate phosphatase C OS=Bacillus subtilis (strain 168) OX=224308 GN=rapC PE=3 SV=1,80.4,382,75
OFBKKLGO_00354_yclM,sp|P94417|AK3_BACSU Aspartokinase 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=yclM PE=1 SV=1,81.3,454,85
OFBKKLGO_00355_yclN,sp|P94418|YCLN_BACSU Petrobactin import system permease protein YclN OS=Bacillus subtilis (strain 168) OX=224308 GN=yclN PE=1 SV=1,89.8,315,32
OFBKKLGO_00356_yclO,sp|P94419|YCLO_BACSU Petrobactin import system permease protein YclO OS=Bacillus subtilis (strain 168) OX=224308 GN=yclO PE=1 SV=1,85.4,315,46
OFBKKLGO_00357_yclP,sp|P94420|YCLP_BACSU Petrobactin import ATP-binding protein YclP OS=Bacillus subtilis (strain 168) OX=224308 GN=yclP PE=1 SV=1,87.7,252,31
OFBKKLGO_00358_yclQ,sp|P94421|YCLQ_BACSU Petrobactin-binding protein YclQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yclQ PE=1 SV=1,73.5,317,83
OFBKKLGO_00359_farB,sp|P94422|YCNB_BACSU Uncharacterized MFS-type transporter YcnB OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnB PE=3 SV=1,85.4,471,69
OFBKKLGO_00360_group_4443,sp|P94423|YCNC_BACSU Uncharacterized HTH-type transcriptional regulator YcnC OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnC PE=4 SV=2,66.9,290,95
OFBKKLGO_00361_nfrA2,sp|P94424|NFRA2_BACSU FMN reductase [NAD(P)H] OS=Bacillus subtilis (strain 168) OX=224308 GN=nfrA2 PE=1 SV=1,80.7,249,47
OFBKKLGO_00362_ycnE,sp|P94425|YCNE_BACSU Putative monooxygenase YcnE OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnE PE=1 SV=1,86.3,95,13
OFBKKLGO_00363_group_3436,sp|O31480|YCZG_BACSU Uncharacterized HTH-type transcriptional regulator YczG OS=Bacillus subtilis (strain 168) OX=224308 GN=yczG PE=4 SV=1,82.7,104,18
OFBKKLGO_00364_gabR_1,sp|P94426|GABR_BACSU HTH-type transcriptional regulatory protein GabR OS=Bacillus subtilis (strain 168) OX=224308 GN=gabR PE=1 SV=1,72.6,468,127
OFBKKLGO_00366_gabD,sp|P94428|GABD_BACSU Succinate-semialdehyde dehydrogenase [NADP(+)] OS=Bacillus subtilis (strain 168) OX=224308 GN=gabD PE=1 SV=1,89.0,462,51
OFBKKLGO_00367_glcU,sp|P40420|GLCU_BACSU Glucose uptake protein GlcU OS=Bacillus subtilis (strain 168) OX=224308 GN=glcU PE=2 SV=2,89.5,287,30
OFBKKLGO_00368_gdh,sp|P12310|DHG_BACSU Glucose 1-dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=gdh PE=2 SV=2,89.3,261,28
OFBKKLGO_00370_ycnJ,sp|C0SP95|YCNJ_BACSU Copper transport protein YcnJ OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnJ PE=1 SV=1,67.2,542,177
OFBKKLGO_00371_ycnK,sp|P94433|YCNK_BACSU HTH-type transcriptional repressor YcnK OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnK PE=1 SV=1,67.7,189,61
OFBKKLGO_00372_ycnL,sp|P94434|YCNL_BACSU Uncharacterized protein YcnL OS=Bacillus subtilis (strain 168) OX=224308 GN=ycnL PE=2 SV=1,68.5,111,35
OFBKKLGO_00373_mtlA,sp|P42956|PTMCB_BACSU PTS system mannitol-specific EIICB component OS=Bacillus subtilis (strain 168) OX=224308 GN=mtlA PE=3 SV=4,87.8,475,57
OFBKKLGO_00374_mtlF,sp|C0H3V2|PTMA_BACSU Mannitol-specific phosphotransferase enzyme IIA component OS=Bacillus subtilis (strain 168) OX=224308 GN=mtlF PE=1 SV=1,88.1,143,17
OFBKKLGO_00375_mtlD,sp|A7Z1E8|MTLD_BACVZ Mannitol-1-phosphate 5-dehydrogenase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=mtlD PE=3 SV=1,95.4,373,17
OFBKKLGO_00378_ycsE,sp|P42962|YCSE_BACSU 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE OS=Bacillus subtilis (strain 168) OX=224308 GN=ycsE PE=1 SV=2,86.7,249,33
OFBKKLGO_00380_group_4445,sp|P42964|YCSG_BACSU Uncharacterized membrane protein YcsG OS=Bacillus subtilis (strain 168) OX=224308 GN=ycsG PE=3 SV=4,84.9,404,61
OFBKKLGO_00381_group_429,sp|A7Z1F3|Y430_BACVZ Putative hydro-lyase RBAM_004300 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=RBAM_004300 PE=3 SV=1,93.6,264,17
OFBKKLGO_00382_pxpB,sp|P60495|PXPB_BACSU 5-oxoprolinase subunit B OS=Bacillus subtilis (strain 168) OX=224308 GN=pxpB PE=1 SV=1,71.4,231,64
OFBKKLGO_00384_kipR,sp|P42968|KIPR_BACSU HTH-type transcriptional regulator KipR OS=Bacillus subtilis (strain 168) OX=224308 GN=kipR PE=2 SV=4,78.7,249,53
OFBKKLGO_00386_group_3439,sp|P42970|YCZI_BACSU Uncharacterized protein YczI OS=Bacillus subtilis (strain 168) OX=224308 GN=yczI PE=4 SV=2,78.5,79,17
OFBKKLGO_00387_group_2122,sp|O31484|YCZJ_BACSU Uncharacterized protein YczJ OS=Bacillus subtilis (strain 168) OX=224308 GN=yczJ PE=4 SV=1,83.2,95,16
OFBKKLGO_00388_mrdA,sp|P42971|PBPC_BACSU Penicillin-binding protein 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=pbpC PE=1 SV=1,76.7,665,155
OFBKKLGO_00389_ydhF,sp|P42972|YCSN_BACSU Uncharacterized oxidoreductase YcsN OS=Bacillus subtilis (strain 168) OX=224308 GN=ycsN PE=3 SV=1,81.7,300,55
OFBKKLGO_00390_mtlR,sp|P96574|MTLR_BACSU Transcriptional regulator MtlR OS=Bacillus subtilis (strain 168) OX=224308 GN=mtlR PE=2 SV=1,74.0,692,180
OFBKKLGO_00391_lcfB_1,sp|P96575|YDAB_BACSU Putative acyl--CoA ligase YdaB OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaB PE=3 SV=2,75.6,504,122
OFBKKLGO_00392_ydaD_1,sp|P80873|GS39_BACSU General stress protein 39 OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaD PE=1 SV=3,88.6,264,30
OFBKKLGO_00393_ydaE,sp|P96578|DLYKI_BACSU Probable D-lyxose ketol-isomerase OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaE PE=1 SV=1,82.6,167,29
OFBKKLGO_00394_ydaF,sp|P96579|YDAF_BACSU Putative ribosomal N-acetyltransferase YdaF OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaF PE=1 SV=1,52.5,183,87
OFBKKLGO_00395_ydaG,sp|P80238|GS26_BACSU General stress protein 26 OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaG PE=1 SV=2,86.4,140,19
OFBKKLGO_00397_amj,sp|P96581|AMJ_BACSU Lipid II flippase Amj OS=Bacillus subtilis (strain 168) OX=224308 GN=amj PE=2 SV=1,86.5,267,36
OFBKKLGO_00398_group_2684,sp|O31485|YDZA_BACSU Uncharacterized membrane protein YdzA OS=Bacillus subtilis (strain 168) OX=224308 GN=ydzA PE=4 SV=1,86.5,96,13
OFBKKLGO_00399_lrpC,sp|P96582|LRPC_BACSU HTH-type transcriptional regulator LrpC OS=Bacillus subtilis (strain 168) OX=224308 GN=lrpC PE=1 SV=2,81.6,141,26
OFBKKLGO_00400_topB,sp|P96583|TOP3_BACSU DNA topoisomerase 3 OS=Bacillus subtilis (strain 168) OX=224308 GN=topB PE=3 SV=1,91.3,728,62
OFBKKLGO_00403_group_954,sp|O31487|YDAL_BACSU Uncharacterized protein YdaL OS=Bacillus subtilis (strain 168) OX=224308 GN=ydaL PE=3 SV=1,71.2,553,159
