ID,GO,CLASSFICATION
OFBKKLGO_00327_tcyB,membrane,CELLULAR_COMPONENT
OFBKKLGO_00327_tcyB,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_00329_gltC_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00330_bsdB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00331_bsdC,carboxy-lyase activity,MOLECULAR_FUNCTION
OFBKKLGO_00334_dtpT,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00334_dtpT,membrane,CELLULAR_COMPONENT
OFBKKLGO_00334_dtpT,peptide transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00334_dtpT,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00337_gerBA_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00338_gerBC_1,spore germination,BIOLOGICAL_PROCESS
OFBKKLGO_00339_yndE_1,spore germination,BIOLOGICAL_PROCESS
OFBKKLGO_00340_ntaA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MOLECULAR_FUNCTION
OFBKKLGO_00340_ntaA,monooxygenase activity,MOLECULAR_FUNCTION
OFBKKLGO_00341_scmL,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00343_yxeN,membrane,CELLULAR_COMPONENT
OFBKKLGO_00343_yxeN,ATP-binding cassette (ABC) transporter complex,CELLULAR_COMPONENT
OFBKKLGO_00344_yxeO,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00344_yxeO,ATPase-coupled amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00345_scmP_2,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00347_lolD,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00349_srrA_1,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00349_srrA_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00349_srrA_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00350_rcsC_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00350_rcsC_1,phosphorelay sensor kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_00350_rcsC_1,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_00351_rapF_1,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_00354_yclM,cellular amino acid biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00354_yclM,lysine biosynthetic process via diaminopimelate,BIOLOGICAL_PROCESS
OFBKKLGO_00355_yclN,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00356_yclO,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00357_yclP,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00358_yclQ,iron ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_00359_farB,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00359_farB,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00359_farB,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00360_group_4443,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00361_nfrA2,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00361_nfrA2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00363_group_3436,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00364_gabR_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00364_gabR_1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00364_gabR_1,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00366_gabD,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00366_gabD,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,MOLECULAR_FUNCTION
OFBKKLGO_00366_gabD,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00366_gabD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00366_gabD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00367_glcU,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00368_gdh,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00370_ycnJ,copper ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_00370_ycnJ,copper ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00370_ycnJ,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00371_ycnK,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00373_mtlA,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_00373_mtlA,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_00373_mtlA,membrane,CELLULAR_COMPONENT
OFBKKLGO_00373_mtlA,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00373_mtlA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00375_mtlD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00375_mtlD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00375_mtlD,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00375_mtlD,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00375_mtlD,mannitol-1-phosphate 5-dehydrogenase activity,MOLECULAR_FUNCTION
OFBKKLGO_00380_group_4445,membrane,CELLULAR_COMPONENT
OFBKKLGO_00384_kipR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00388_mrdA,penicillin binding,MOLECULAR_FUNCTION
OFBKKLGO_00388_mrdA,response to antibiotic,BIOLOGICAL_PROCESS
OFBKKLGO_00389_ydhF,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00390_mtlR,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_00390_mtlR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00390_mtlR,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00391_lcfB_1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00392_ydaD_1,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00394_ydaF,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00399_lrpC,sequence-specific DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00399_lrpC,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00400_topB,DNA topoisomerase activity,MOLECULAR_FUNCTION
OFBKKLGO_00400_topB,DNA topological change,BIOLOGICAL_PROCESS
OFBKKLGO_00400_topB,"DNA topoisomerase type I (single strand cut, ATP-independent) activity",MOLECULAR_FUNCTION
OFBKKLGO_00400_topB,DNA topological change,BIOLOGICAL_PROCESS
OFBKKLGO_00408_kimA,membrane,CELLULAR_COMPONENT
OFBKKLGO_00417_mntH,membrane,CELLULAR_COMPONENT
OFBKKLGO_00427_dctP,transmembrane transport,BIOLOGICAL_PROCESS
OFBKKLGO_00427_dctP,outer membrane-bounded periplasmic space,CELLULAR_COMPONENT
OFBKKLGO_00428_dcuS_1,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00428_dcuS_1,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_00429_dcuR_1,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00429_dcuR_1,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00429_dcuR_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00430_dctA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00432_bcrA_1,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00438_mneS_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00439_ydbP,cell redox homeostasis,BIOLOGICAL_PROCESS
OFBKKLGO_00440_ddl,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00440_ddl,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_00440_ddl,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00440_ddl,D-alanine-D-alanine ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_00441_murF,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00441_murF,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00441_murF,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00441_murF,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00441_murF,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00442_cshA,RNA secondary structure unwinding,BIOLOGICAL_PROCESS
OFBKKLGO_00442_cshA,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_00445_glpG,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00448_alr,alanine metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_00448_alr,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00449_ndoAI,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00450_ndoA,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00451_rsbRA,heme binding,MOLECULAR_FUNCTION
OFBKKLGO_00454_rsbU,protein phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_00454_rsbU,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00455_rsbV,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00456_rsbW,sigma factor antagonist activity,MOLECULAR_FUNCTION
OFBKKLGO_00457_sigB,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00457_sigB,sigma factor activity,MOLECULAR_FUNCTION
OFBKKLGO_00457_sigB,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00457_sigB,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00458_rsbX,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00459_yhgF,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_00459_yhgF,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_00495_adhA,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00495_adhA,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00495_adhA,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00496_adhR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00515_gldA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00515_gldA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00515_gldA,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00516_bcr_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00516_bcr_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00516_bcr_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00518_group_4465,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00519_group_3973,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00521_group_480,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00532_pbuE_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00532_pbuE_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00535_pdhR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00536_yycB,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00536_yycB,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00537_gdx_1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00538_gdx_2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00539_yvdT,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00543_yhfP,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00543_yhfP,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00544_iolT,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00544_iolT,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00544_iolT,membrane,CELLULAR_COMPONENT
OFBKKLGO_00549_tsaE,tRNA threonylcarbamoyladenosine modification,BIOLOGICAL_PROCESS
OFBKKLGO_00550_tsaB,tRNA threonylcarbamoyladenosine modification,BIOLOGICAL_PROCESS
OFBKKLGO_00551_rimI,N-acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00551_rimI,acetyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00554_moaC,Mo-molybdopterin cofactor biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00555_rex,"negative regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00556_tatAy,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00556_tatAy,protein transport,BIOLOGICAL_PROCESS
OFBKKLGO_00557_tatC2,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00559_MroQ,membrane,CELLULAR_COMPONENT
OFBKKLGO_00560_groS,protein folding,BIOLOGICAL_PROCESS
OFBKKLGO_00560_groS,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00561_groL,protein refolding,BIOLOGICAL_PROCESS
OFBKKLGO_00561_groL,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00561_groL,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00566_gutB_2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00566_gutB_2,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00566_gutB_2,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00568_scrK,"phosphotransferase activity, alcohol group as acceptor",MOLECULAR_FUNCTION
OFBKKLGO_00574_oatA,"transferase activity, transferring acyl groups other than amino-acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_00576_sigV_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00576_sigV_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00577_gutB_3,zinc ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00577_gutB_3,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00577_gutB_3,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00583_gabP,amino acid transport,BIOLOGICAL_PROCESS
OFBKKLGO_00583_gabP,membrane,CELLULAR_COMPONENT
OFBKKLGO_00583_gabP,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00585_group_4472,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00588_guaA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00588_guaA,GMP synthase (glutamine-hydrolyzing) activity,MOLECULAR_FUNCTION
OFBKKLGO_00588_guaA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00588_guaA,pyrophosphatase activity,MOLECULAR_FUNCTION
OFBKKLGO_00589_sigV_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00589_sigV_2,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00592_pbuG,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00592_pbuG,nucleobase transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00598_purE,'de novo' IMP biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00599_purK,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00599_purK,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00599_purK,'de novo' IMP biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00600_purB,purine ribonucleotide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00600_purB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00601_purC,cobalamin biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00601_purC,purine nucleotide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00603_purQ,phosphoribosylformylglycinamidine synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_00604_purL,phosphoribosylformylglycinamidine synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_00605_purF,purine nucleobase biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00605_purF,nucleoside metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_00606_purM,phosphoribosylformylglycinamidine cyclo-ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_00607_purN,phosphoribosylglycinamide formyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00607_purN,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00608_purH,purine nucleotide biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00608_purH,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00609_purD,phosphoribosylamine-glycine ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_00609_purD,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00609_purD,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00613_yerA,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00613_yerA,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",MOLECULAR_FUNCTION
OFBKKLGO_00613_yerA,adenine deaminase activity,MOLECULAR_FUNCTION
OFBKKLGO_00615_group_16298,sequence-specific DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00615_group_16298,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00617_pcrB,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MOLECULAR_FUNCTION
OFBKKLGO_00618_pcrA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00618_pcrA,DNA helicase activity,MOLECULAR_FUNCTION
OFBKKLGO_00618_pcrA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00618_pcrA,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00619_ligA,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00619_ligA,DNA ligase (NAD+) activity,MOLECULAR_FUNCTION
OFBKKLGO_00619_ligA,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00619_ligA,DNA ligase (NAD+) activity,MOLECULAR_FUNCTION
OFBKKLGO_00622_sapB_1,membrane,CELLULAR_COMPONENT
OFBKKLGO_00623_opuE,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00623_opuE,membrane,CELLULAR_COMPONENT
OFBKKLGO_00624_gatC,regulation of translational fidelity,BIOLOGICAL_PROCESS
OFBKKLGO_00625_gatA,translation,BIOLOGICAL_PROCESS
OFBKKLGO_00625_gatA,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00626_gatB,ligase activity,MOLECULAR_FUNCTION
OFBKKLGO_00626_gatB,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",MOLECULAR_FUNCTION
OFBKKLGO_00626_gatB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00627_group_1405,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00629_dagK,kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_00629_dagK,NAD+ kinase activity,MOLECULAR_FUNCTION
OFBKKLGO_00630_rlmCD_1,RNA processing,BIOLOGICAL_PROCESS
OFBKKLGO_00659_ltaS1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00659_ltaS1,sulfuric ester hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00660_rfbF,biosynthetic process,BIOLOGICAL_PROCESS
OFBKKLGO_00660_rfbF,glucose-1-phosphate cytidylyltransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00665_fsr,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00665_fsr,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00666_yhdG_1,membrane,CELLULAR_COMPONENT
OFBKKLGO_00667_yfmT,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00667_yfmT,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00668_yfmS,membrane,CELLULAR_COMPONENT
OFBKKLGO_00670_group_6662,protein binding,MOLECULAR_FUNCTION
OFBKKLGO_00672_yfmP,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00674_ybiT_2,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00675_yfmL,nucleic acid binding,MOLECULAR_FUNCTION
OFBKKLGO_00676_yfmJ,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00676_yfmJ,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00680_yflS,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00689_citS,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00689_citS,phosphorylation,BIOLOGICAL_PROCESS
OFBKKLGO_00690_citT,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00690_citT,phosphorelay signal transduction system,BIOLOGICAL_PROCESS
OFBKKLGO_00692_citM,citrate transport,BIOLOGICAL_PROCESS
OFBKKLGO_00692_citM,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00694_nos,nitric-oxide synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_00694_nos,nitric-oxide synthase activity,MOLECULAR_FUNCTION
OFBKKLGO_00696_yiiM,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00700_mapB,aminopeptidase activity,MOLECULAR_FUNCTION
OFBKKLGO_00701_nagP,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_00701_nagP,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00701_nagP,membrane,CELLULAR_COMPONENT
OFBKKLGO_00701_nagP,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00703_ltaS2_1,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00703_ltaS2_1,sulfuric ester hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00709_treA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00709_treA,cytoplasm,CELLULAR_COMPONENT
OFBKKLGO_00711_yfkO,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00714_yfkN,metal ion binding,MOLECULAR_FUNCTION
OFBKKLGO_00714_yfkN,nucleotide catabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_00714_yfkN,hydrolase activity,MOLECULAR_FUNCTION
OFBKKLGO_00716_ccpA_1,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00716_ccpA_1,DNA binding,MOLECULAR_FUNCTION
OFBKKLGO_00717_aroE_2,oxidation-reduction process,BIOLOGICAL_PROCESS
OFBKKLGO_00717_aroE_2,NADP binding,MOLECULAR_FUNCTION
OFBKKLGO_00719_ydiM,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00719_ydiM,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00724_ycaD,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00724_ycaD,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00725_chaA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00725_chaA,calcium ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_00725_chaA,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00727_yfkC,membrane,CELLULAR_COMPONENT
OFBKKLGO_00727_yfkC,membrane,CELLULAR_COMPONENT
OFBKKLGO_00728_group_3477,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00728_group_3477,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00730_pdaA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00730_pdaA,carbohydrate metabolic process,BIOLOGICAL_PROCESS
OFBKKLGO_00733_corA_2,magnesium ion transport,BIOLOGICAL_PROCESS
OFBKKLGO_00734_group_970,base-excision repair,BIOLOGICAL_PROCESS
OFBKKLGO_00734_group_970,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00735_rlmCD_2,RNA processing,BIOLOGICAL_PROCESS
OFBKKLGO_00747_dus,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
OFBKKLGO_00747_dus,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00750_acoB,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00751_pdhC_1,"transferase activity, transferring acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_00754_sspH,asexual sporulation,BIOLOGICAL_PROCESS
OFBKKLGO_00755_glvA,"hydrolase activity, hydrolyzing O-glycosyl compounds",MOLECULAR_FUNCTION
OFBKKLGO_00755_glvA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00755_glvA,"hydrolase activity, hydrolyzing O-glycosyl compounds",MOLECULAR_FUNCTION
OFBKKLGO_00756_glvR,carbohydrate derivative binding,MOLECULAR_FUNCTION
OFBKKLGO_00756_glvR,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00757_malP,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00757_malP,phosphoenolpyruvate-dependent sugar phosphotransferase system,BIOLOGICAL_PROCESS
OFBKKLGO_00757_malP,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00757_malP,membrane,CELLULAR_COMPONENT
OFBKKLGO_00757_malP,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,MOLECULAR_FUNCTION
OFBKKLGO_00760_group_4497,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00760_group_4497,ATP binding,MOLECULAR_FUNCTION
OFBKKLGO_00760_group_4497,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00764_ctaB1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00764_ctaB1,integral component of membrane,CELLULAR_COMPONENT
OFBKKLGO_00767_group_1738,"transferase activity, transferring acyl groups other than amino-acyl groups",MOLECULAR_FUNCTION
OFBKKLGO_00770_bmr3_2,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00770_bmr3_2,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00771_group_3483,"regulation of transcription, DNA-templated",BIOLOGICAL_PROCESS
OFBKKLGO_00774_fbiB,oxidoreductase activity,MOLECULAR_FUNCTION
OFBKKLGO_00777_group_837,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00778_recX,regulation of DNA repair,BIOLOGICAL_PROCESS
OFBKKLGO_00780_ydhP_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00780_ydhP_1,transmembrane transporter activity,MOLECULAR_FUNCTION
OFBKKLGO_00786_ephA,catalytic activity,MOLECULAR_FUNCTION
OFBKKLGO_00790_mutY,catalytic activity,MOLECULAR_FUNCTION
