ID,PATHWAY
OFBKKLGO_00117_rpsG,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Selenocysteine synthesis|Reactome|R-HSA-2408557;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Translation initiation complex formation|Reactome|R-HSA-72649;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Viral mRNA Translation|Reactome|R-HSA-192823"
OFBKKLGO_00118_fusA,Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00119_tuf,Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00121_rpsJ,"Eukaryotic Translation Termination|Reactome|R-HSA-72764;Translation initiation complex formation|Reactome|R-HSA-72649;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Viral mRNA Translation|Reactome|R-HSA-192823;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Selenocysteine synthesis|Reactome|R-HSA-2408557;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Peptide chain elongation|Reactome|R-HSA-156902;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553"
OFBKKLGO_00121_rpsJ,"L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Translation initiation complex formation|Reactome|R-HSA-72649;Viral mRNA Translation|Reactome|R-HSA-192823;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Selenocysteine synthesis|Reactome|R-HSA-2408557;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Peptide chain elongation|Reactome|R-HSA-156902"
OFBKKLGO_00122_rplC,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation termination|Reactome|R-HSA-5419276
OFBKKLGO_00123_rplD,Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation termination|Reactome|R-HSA-5419276
OFBKKLGO_00124_rplW,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Selenocysteine synthesis|Reactome|R-HSA-2408557;Peptide chain elongation|Reactome|R-HSA-156902;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Viral mRNA Translation|Reactome|R-HSA-192823;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226
OFBKKLGO_00125_rplB,Eukaryotic Translation Termination|Reactome|R-HSA-72764;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Selenocysteine synthesis|Reactome|R-HSA-2408557;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Viral mRNA Translation|Reactome|R-HSA-192823;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706
OFBKKLGO_00125_rplB,Viral mRNA Translation|Reactome|R-HSA-192823;Selenocysteine synthesis|Reactome|R-HSA-2408557;Eukaryotic Translation Termination|Reactome|R-HSA-72764;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Peptide chain elongation|Reactome|R-HSA-156902;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226
OFBKKLGO_00126_rpsS,"Viral mRNA Translation|Reactome|R-HSA-192823;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Peptide chain elongation|Reactome|R-HSA-156902;Translation initiation complex formation|Reactome|R-HSA-72649;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Selenocysteine synthesis|Reactome|R-HSA-2408557;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957"
OFBKKLGO_00126_rpsS,"Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Peptide chain elongation|Reactome|R-HSA-156902;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Selenocysteine synthesis|Reactome|R-HSA-2408557;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Viral mRNA Translation|Reactome|R-HSA-192823;Translation initiation complex formation|Reactome|R-HSA-72649;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827"
OFBKKLGO_00126_rpsS,"L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Translation initiation complex formation|Reactome|R-HSA-72649;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Peptide chain elongation|Reactome|R-HSA-156902;Selenocysteine synthesis|Reactome|R-HSA-2408557;Viral mRNA Translation|Reactome|R-HSA-192823;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956"
OFBKKLGO_00127_rplV,Mitochondrial translation elongation|Reactome|R-HSA-5389840;Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation termination|Reactome|R-HSA-5419276
OFBKKLGO_00127_rplV,Viral mRNA Translation|Reactome|R-HSA-192823;Peptide chain elongation|Reactome|R-HSA-156902;Selenocysteine synthesis|Reactome|R-HSA-2408557;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226
OFBKKLGO_00128_rpsC,"Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Peptide chain elongation|Reactome|R-HSA-156902;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Selenocysteine synthesis|Reactome|R-HSA-2408557;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Viral mRNA Translation|Reactome|R-HSA-192823;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Translation initiation complex formation|Reactome|R-HSA-72649;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957"
OFBKKLGO_00128_rpsC,"Peptide chain elongation|Reactome|R-HSA-156902;Selenocysteine synthesis|Reactome|R-HSA-2408557;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Translation initiation complex formation|Reactome|R-HSA-72649;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Viral mRNA Translation|Reactome|R-HSA-192823;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339"
OFBKKLGO_00128_rpsC,"Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Peptide chain elongation|Reactome|R-HSA-156902;Selenocysteine synthesis|Reactome|R-HSA-2408557;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Viral mRNA Translation|Reactome|R-HSA-192823;Translation initiation complex formation|Reactome|R-HSA-72649;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689"
OFBKKLGO_00128_rpsC,"Translation initiation complex formation|Reactome|R-HSA-72649;Eukaryotic Translation Termination|Reactome|R-HSA-72764;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Selenocysteine synthesis|Reactome|R-HSA-2408557;Viral mRNA Translation|Reactome|R-HSA-192823"
OFBKKLGO_00129_rplP,Mitochondrial translation initiation|Reactome|R-HSA-5368286;Mitochondrial translation termination|Reactome|R-HSA-5419276;Mitochondrial translation elongation|Reactome|R-HSA-5389840
OFBKKLGO_00130_rpmC,L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Eukaryotic Translation Termination|Reactome|R-HSA-72764;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Viral mRNA Translation|Reactome|R-HSA-192823;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Peptide chain elongation|Reactome|R-HSA-156902;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Selenocysteine synthesis|Reactome|R-HSA-2408557;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012
OFBKKLGO_00130_rpmC,Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Viral mRNA Translation|Reactome|R-HSA-192823;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Eukaryotic Translation Termination|Reactome|R-HSA-72764;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Selenocysteine synthesis|Reactome|R-HSA-2408557;Peptide chain elongation|Reactome|R-HSA-156902;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553
OFBKKLGO_00130_rpmC,Eukaryotic Translation Termination|Reactome|R-HSA-72764;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Viral mRNA Translation|Reactome|R-HSA-192823;Selenocysteine synthesis|Reactome|R-HSA-2408557;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Peptide chain elongation|Reactome|R-HSA-156902;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956
OFBKKLGO_00131_rpsQ,"Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Ribosomal scanning and start codon recognition|Reactome|R-HSA-72702;Translation initiation complex formation|Reactome|R-HSA-72649;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Viral mRNA Translation|Reactome|R-HSA-192823;Peptide chain elongation|Reactome|R-HSA-156902;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Formation of the ternary complex, and subsequently, the 43S complex|Reactome|R-HSA-72695;Selenocysteine synthesis|Reactome|R-HSA-2408557;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957"
OFBKKLGO_00132_rplN,Viral mRNA Translation|Reactome|R-HSA-192823;Selenocysteine synthesis|Reactome|R-HSA-2408557;Peptide chain elongation|Reactome|R-HSA-156902;Regulation of expression of SLITs and ROBOs|Reactome|R-HSA-9010553;SRP-dependent cotranslational protein targeting to membrane|Reactome|R-HSA-1799339;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)|Reactome|R-HSA-975956;Response of EIF2AK4 (GCN2) to amino acid deficiency|Reactome|R-HSA-9633012;Eukaryotic Translation Termination|Reactome|R-HSA-72764;Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)|Reactome|R-HSA-975957;L13a-mediated translational silencing of Ceruloplasmin expression|Reactome|R-HSA-156827;GTP hydrolysis and joining of the 60S ribosomal subunit|Reactome|R-HSA-72706;Formation of a pool of free 40S subunits|Reactome|R-HSA-72689;Major pathway of rRNA processing in the nucleolus and cytosol|Reactome|R-HSA-6791226
